CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,BLOCKXCOORD,BLOCKYCOORD,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,START_DATE,END_DATE,lat,lon
13059281,5/5/2013 12:22:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,6TH STREET NW AND GIRARD STREET NW,398133.69932422,139780.10956715,1,1B,THIRD,306,3,,003400 2,003400,Precinct 37,5/5/2013 12:15:00 AM,5/5/2013 12:22:00 AM,38.9258955805077,-77.0215228874462
13059366,5/5/2013 3:01:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,4510 - 4549 BLOCK OF BENNING ROAD SE,405443,135696,7,7E,SIXTH,604,33,,009906 1,009906,Precinct 103,5/5/2013 2:55:00 AM,5/5/2013 2:56:00 AM,38.8890896408433,-76.9372616370158
13059383,5/5/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:08 AM,3500 - 3599 BLOCK OF STANTON ROAD SE,401830,130676,8,8B,SEVENTH,704,38,,007409 3,007409,Precinct 116,5/5/2013 2:50:00 AM,5/5/2013 2:50:00 AM,38.8438823643935,-76.9789199900861
13059395,5/5/2013 3:59:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1100 - 1199 BLOCK OF U STREET NW,397609,138792,1,1B,THIRD,305,3,,004400 2,004400,Precinct 22,5/5/2013 3:59:00 AM,5/5/2013 3:59:00 AM,38.9169930994957,-77.0275704772552
13059492,5/5/2013 12:48:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,4303 - 4399 BLOCK OF SHERIFF ROAD NE,405224,137221,7,7D,SIXTH,602,31,,007809 2,007809,Precinct 94,5/5/2013 12:48:00 PM,5/5/2013 12:48:00 PM,38.9028287229592,-76.9397743280316
13059646,5/6/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:07 AM,4100 - 4113 BLOCK OF 20TH STREET NE,402061,141345,5,5B,FIFTH,503,24,,009400 4,009400,Precinct 69,5/5/2013 6:42:00 PM,5/5/2013 6:42:00 PM,38.9399921533894,-76.9762270664833
13059748,5/5/2013 11:34:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,6TH STREET NW AND COLLEGE STREET NW,398189.47001227,139248.83001465,1,1B,THIRD,306,3,,003400 2,003400,Precinct 37,5/5/2013 11:34:00 PM,5/5/2013 11:34:00 PM,38.921109761205,-77.0208783174669
13059786,5/6/2013 1:31:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,3RD STREET NW AND MADISON STREET NW,398598.75999665,143384.68000249,4,4B,FOURTH,402,17,,002102 1,002102,Precinct 64,5/6/2013 1:31:00 AM,5/6/2013 1:31:00 AM,38.9583674530385,-77.0161669932908
13059789,5/6/2013 5:00:00 AM,MIDNIGHT,SEX ABUSE,GUN,9/23/2014 8:34:08 AM,1401 - 1499 BLOCK OF OAK STREET NW,397025,140710,1,1A,FOURTH,409,2,,002801 1,002801,Precinct 41,5/6/2013 12:50:00 AM,5/6/2013 1:30:00 AM,38.934269265819,-77.0343128585035
13059818,5/6/2013 6:59:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,GEORGIA AVENUE NW AND BUCHANAN STREET NW,397694.09999581,142025.95001723,4,4D,FOURTH,404,18,,002201 2,002201,Precinct 48,5/6/2013 6:46:00 AM,5/6/2013 6:58:00 AM,38.9461257372996,-77.0266000602471
13059935,5/6/2013 12:40:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,1400 - 1499 BLOCK OF CANAL STREET SW,398822,133854,6,6D,FIRST,105,9,,011000 1,011000,Precinct 127,5/6/2013 12:40:00 PM,5/6/2013 12:40:00 PM,38.8725122483945,-77.0135749803097
13059995,5/6/2013 5:40:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,3700 - 3841 BLOCK OF 9TH STREET SE,400504,129677,8,8E,SEVENTH,706,39,,009801 1,009801,Precinct 121,5/6/2013 1:40:00 PM,5/6/2013 1:41:00 PM,38.8348846806532,-76.9941950895832
13060032,5/6/2013 3:57:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,C STREET SE AND MINNESOTA AVENUE SE,403834.55001751,135351.79999504,7,7B,SIXTH,603,32,,007708 2,007708,Precinct 107,5/6/2013 3:57:00 PM,5/6/2013 3:57:00 PM,38.8859974439812,-76.9558032417613
13060102,5/6/2013 6:26:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,1800 - 1822 BLOCK OF D STREET NE,401859,136325,6,6A,FIFTH,507,25,,007901 2,007901,Precinct 81,5/6/2013 2:21:00 PM,5/6/2013 2:21:00 PM,38.8947707897911,-76.9785706601985
13060126,5/6/2013 6:35:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,400 - 439 BLOCK OF RIDGE ROAD SE,404536,135167,7,7F,SIXTH,603,32,,007703 3,007703,Precinct 107,5/6/2013 6:32:00 PM,5/6/2013 6:32:00 PM,38.884329356201,-76.9477195992526
13060164,5/6/2013 7:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,4555 - 4612 BLOCK OF BENNING ROAD SE,405519,135471,7,7F,SIXTH,604,33,,009906 1,009906,Precinct 103,5/6/2013 7:00:00 PM,5/6/2013 7:00:00 PM,38.8870622825905,-76.9363874357459
13060191,5/6/2013 8:11:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,MINNESOTA AVENUE NE AND MEADE STREET NE,405506.78000306,137580.95999711,7,7C,SIXTH,602,31,,007806 2,007806,Precinct 93,5/6/2013 8:11:00 PM,5/6/2013 8:11:00 PM,38.9060696422035,-76.9365113710294
13060258,5/6/2013 10:30:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3400 - 3499 BLOCK OF 16TH STREET NE,401501,140508,5,5B,FIFTH,504,22,,009301 1,009301,Precinct 70,5/6/2013 10:25:00 PM,5/6/2013 10:25:00 PM,38.9324533431417,-76.9826883065516
13060331,5/7/2013 1:31:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,4300 - 4399 BLOCK OF SOUTH CAPITOL STREET,399337,128792,8,8D,SEVENTH,708,39,,009807 2,009807,Precinct 126,5/7/2013 1:31:00 AM,5/7/2013 1:31:00 AM,38.8269120851236,-77.007635368879
13060606,5/7/2013 7:38:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,3500 - 3526 BLOCK OF MINNESOTA AVENUE SE,403859,135396,7,7B,SIXTH,603,32,,007708 2,007708,Precinct 132,5/7/2013 5:30:00 PM,5/7/2013 5:46:00 PM,38.886395507421,-76.9555211847797
13060691,5/7/2013 7:51:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,3200 - 3398 BLOCK OF 7TH STREET SE,400268,130332,8,8C,SEVENTH,705,39,,009804 1,009804,Precinct 122,5/7/2013 7:45:00 PM,5/7/2013 7:50:00 PM,38.840785321205,-76.9969130068092
13060745,5/7/2013 10:11:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,2500 - 2541 BLOCK OF REED STREET NE,400530.91,139383.52,5,5B,FIFTH,505,21,,009302 1,009302,Precinct 74,5/7/2013 10:05:00 PM,5/7/2013 10:11:00 PM,38.922324796781,-76.9938776510888
13060762,5/7/2013 11:47:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,100 - 299 BLOCK OF FRANKLIN STREET NE,399640,139764,5,5E,FIFTH,502,21,,009203 1,009203,Precinct 74,5/7/2013 11:47:00 PM,5/7/2013 11:47:00 PM,38.9257523685856,-77.0041516482049
13060937,5/8/2013 10:34:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,2 - 199 BLOCK OF 42ND STREET NE,404978,135951,7,7F,SIXTH,603,32,,009603 1,009603,Precinct 102,5/8/2013 10:34:00 AM,5/8/2013 10:34:00 AM,38.8913895316443,-76.9426195783798
13060980,5/8/2013 12:16:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,2300 - 2399 BLOCK OF ALTAMONT PLACE SE,402427,132897,8,8B,SIXTH,606,34,,007605 2,007605,Precinct 134,5/8/2013 12:16:00 PM,5/8/2013 12:16:00 PM,38.8638886418389,-76.9720352319515
13061154,5/8/2013 7:22:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,1900 - 1999 BLOCK OF FENDALL STREET SE,401763,133056,8,8A,SEVENTH,701,28,,007504 1,007504,Precinct 114,5/8/2013 6:15:00 PM,5/8/2013 6:25:00 PM,38.865322561313,-76.979685671096
13061155,5/8/2013 6:04:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,1100 - 1299 BLOCK OF EATON ROAD SE,400093.33513404,132457.1993203510,8,8C,SEVENTH,703,37,,007401 1,007401,Precinct 119,5/8/2013 6:04:00 PM,5/8/2013 6:04:00 PM,38.859930077312,-76.9989246186345
13061264,5/8/2013 10:20:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,1100 - 1299 BLOCK OF KENILWORTH AVENUE NE,405146,137429,7,7D,SIXTH,602,31,,009601 1,009601,Precinct 92,5/8/2013 10:20:00 PM,5/8/2013 10:20:00 PM,38.9047029199567,-76.9406720041186
13061291,5/8/2013 11:41:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1428 - 1471 BLOCK OF BANGOR STREET SE,401226,132523,8,8A,SEVENTH,701,28,,007504 1,007504,Precinct 114,5/8/2013 11:41:00 PM,5/8/2013 11:41:00 PM,38.8605219879689,-76.9858742529646
13061321,5/9/2013 12:52:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,900 - 1020 BLOCK OF MOUNT OLIVET ROAD NE,400965,138212,5,5D,FIFTH,505,23,,008803 1,008803,Precinct 76,5/9/2013 12:30:00 AM,5/9/2013 12:50:00 AM,38.9117709879759,-76.9888734578804
13061324,5/9/2013 1:15:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,1326  - 1399 BLOCK OF MADISON STREET NW,397187,143383,4,4A,FOURTH,403,18,,002001 1,002001,Precinct 53,5/9/2013 12:06:00 AM,5/9/2013 12:06:00 AM,38.9583489323243,-77.0324553544871
13061328,5/9/2013 12:35:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,200 - 299 BLOCK OF S STREET NW,398701.62,138462.75,5,5E,FIFTH,501,21,,003400 2,003400,Precinct 19,5/9/2013 12:30:00 AM,5/9/2013 12:31:00 AM,38.9140293992881,-77.0149709194238
13061675,5/9/2013 7:11:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004,131818,8,8B,SEVENTH,703,37,,007406 2,007406,Precinct 118,5/9/2013 6:10:00 PM,5/9/2013 6:11:00 PM,38.8541713299819,-76.9884331254226
13061738,5/9/2013 6:42:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,2000 - 2199 BLOCK OF TAYLOR STREET NE,402149,141426,5,5B,FIFTH,503,20,,009400 1,009400,Precinct 69,5/9/2013 6:42:00 PM,5/9/2013 6:42:00 PM,38.9407216140973,-76.9752117627845
13061846,5/10/2013 12:13:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1300 - 1399 BLOCK OF JASPER PLACE SE,401550.2044793920,131514.5000554760,8,8E,SEVENTH,704,38,,007404 3,007404,Precinct 117,5/9/2013 9:30:00 PM,5/9/2013 9:40:00 PM,38.8514364785131,-76.9821411017165
13062111,5/10/2013 3:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,200  - 221 BLOCK OF VAN BUREN STREET NW,398839,144673,4,4B,FOURTH,406,19,,001702 2,001702,Precinct 64,5/9/2013 12:10:00 AM,5/9/2013 12:13:00 AM,38.9699733110003,-77.0133973737218
13062147,5/10/2013 5:20:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,2200 - 2238 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400867,132951,8,8A,SEVENTH,701,28,ANACOSTIA,007503 1,007503,Precinct 114,5/10/2013 2:30:00 PM,5/10/2013 2:53:00 PM,38.8643780176291,-76.9900100454002
13062148,5/10/2013 3:55:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,100 - 165 BLOCK OF MISSISSIPPI AVENUE SE,399580,129549,8,8C,SEVENTH,707,39,,009803 3,009803,Precinct 124,5/10/2013 3:40:00 PM,5/10/2013 3:41:00 PM,38.8337316420704,-77.0048373472286
13062197,5/10/2013 4:48:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,200 - 499 BLOCK OF ANACOSTIA ROAD SE,403949,135293,7,7F,SIXTH,603,32,,007703 3,007703,Precinct 107,5/10/2013 4:40:00 PM,5/10/2013 4:45:00 PM,38.8854672446707,-76.9544844373028
13062356,5/10/2013 9:40:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,100 - 199 BLOCK OF ATLANTIC STREET SE,399590,129254,8,8D,SEVENTH,708,39,,009810 1,009810,Precinct 124,5/10/2013 9:30:00 PM,5/10/2013 9:33:00 PM,38.8310741507184,-77.0047219965471
13062541,5/11/2013 2:59:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,2800 - 2819 BLOCK OF 15TH STREET NW,396929,139687,1,1A,THIRD,304,2,,003700 2,003700,Precinct 36,5/11/2013 2:49:00 AM,5/11/2013 2:59:00 AM,38.925053435699,-77.035415519409
13062545,5/11/2013 12:44:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,4500 - 4599 BLOCK OF QUARLES STREET NE,405550,138194,7,7D,SIXTH,601,29,,009601 1,009601,Precinct 92,5/11/2013 12:44:00 AM,5/11/2013 12:44:00 AM,38.9115918443103,-76.9360081258415
13062817,5/11/2013 7:45:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1100  - 1221 BLOCK OF ASPEN STREET NW,397597,144927,4,4A,FOURTH,401,17,,001804 2,001804,Precinct 61,5/11/2013 5:56:00 PM,5/11/2013 7:10:00 PM,38.9722588828073,-77.0277303376309
13062883,5/11/2013 10:20:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,1420  - 1599 BLOCK OF MANCHESTER LANE NW,396911,143625,4,4A,FOURTH,403,18,,002001 2,002001,Precinct 53,5/11/2013 9:40:00 PM,5/11/2013 9:50:00 PM,38.9605280032283,-77.0356408302786
13063013,5/12/2013 1:30:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,2500 - 2599 BLOCK OF MINNESOTA AVENUE SE,402637,134020,7,7B,SIXTH,605,34,,007709 2,007709,Precinct 111,5/12/2013 1:30:00 AM,5/12/2013 1:30:00 AM,38.8740044780238,-76.9696112290646
13063019,5/21/2013 12:00:00 AM,MIDNIGHT,SEX ABUSE,GUN,9/23/2014 8:34:06 AM,1ST STREET NE AND Q STREET NE,399432.07999743,138139.37999762,5,5E,FIFTH,502,21,NOMA,008701 1,008701,Precinct 75,5/12/2013 1:45:00 AM,5/12/2013 1:57:00 AM,38.9111171485991,-77.0065481118043
13063082,5/12/2013 6:00:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1200 - 1259 BLOCK OF QUEEN STREET NE,401207,137638,5,5D,FIFTH,506,23,,008802 4,008802,Precinct 77,5/12/2013 6:00:00 AM,5/12/2013 6:00:00 AM,38.9065998998231,-76.9860841836929
13063173,5/12/2013 11:36:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:07 AM,230 - 499 BLOCK OF 37TH STREET SE,404097,135250,7,7F,SIXTH,603,32,,007703 3,007703,Precinct 107,5/12/2013 11:36:00 AM,5/12/2013 11:36:00 AM,38.885079207102,-76.9527788688786
13063215,5/12/2013 2:10:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,3000 - 3009 BLOCK OF 20TH STREET NE,402061,140021,5,5C,FIFTH,504,22,,011100 2,011100,Precinct 72,5/12/2013 2:00:00 PM,5/12/2013 2:10:00 PM,38.9280651619931,-76.9762310428535
13063437,5/12/2013 11:52:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,4034 - 4121 BLOCK OF MINNESOTA AVENUE NE,404578.59,136587,7,7F,SIXTH,606,30,,007803 1,007803,Precinct 99,5/12/2013 11:52:00 PM,5/12/2013 11:52:00 PM,38.8971210233932,-76.9472192587693
13063558,5/13/2013 11:05:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5000  - 5099 BLOCK OF NEW HAMPSHIRE AVENUE NW,398887,142651,4,4D,FOURTH,407,18,,002202 1,002202,Precinct 57,5/13/2013 10:46:00 AM,5/13/2013 10:55:00 AM,38.9517586814213,-77.0128401952503
13063673,5/13/2013 5:08:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,2200 - 2238 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400867,132951,8,8A,SEVENTH,701,28,ANACOSTIA,007503 1,007503,Precinct 114,5/13/2013 2:00:00 PM,5/13/2013 2:03:00 PM,38.8643780176291,-76.9900100454002
13063793,5/13/2013 6:52:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,R STREET NW AND 9TH STREET NW,397921.31999602,138304.93999778,6,6E,THIRD,307,7,,004901 1,004901,Precinct 21,5/13/2013 6:52:00 PM,5/13/2013 6:52:00 PM,38.9126062945443,-77.0239676597949
13063836,5/13/2013 8:40:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,5100 - 5199 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,406370,136724.52,7,7C,SIXTH,602,31,,007804 1,007804,Precinct 97,5/12/2013 4:35:00 PM,5/12/2013 4:41:00 PM,38.8983486972565,-76.926567103566
13064125,5/14/2013 12:02:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1600 - 1699 BLOCK OF 16TH STREET SE,401542,133586,8,8A,SIXTH,607,34,,007601 5,007601,Precinct 140,5/14/2013 12:02:00 PM,5/14/2013 12:02:00 PM,38.8700974333202,-76.9822309750563
13064387,5/14/2013 7:33:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,300 - 367 BLOCK OF NEW YORK AVENUE NW,398650.79,137470.62,6,6E,FIRST,103,8,MOUNT VERNON TRIANGLE CID,004701 2,004701,Precinct 1,5/14/2013 7:33:00 PM,5/14/2013 7:33:00 PM,38.9050918756016,-77.0155550634593
13064631,5/15/2013 9:47:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:06 AM,4400 - 4499 BLOCK OF QUARLES STREET NE,405419,138290,7,7D,SIXTH,601,29,,009601 1,009601,Precinct 92,5/15/2013 9:47:00 AM,5/15/2013 9:47:00 AM,38.9124574621038,-76.9375178065899
13064765,5/15/2013 2:56:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,2600 - 2798 BLOCK OF 15TH STREET NW,396934,139582,1,1B,THIRD,304,2,,003700 2,003700,Precinct 36,5/15/2013 2:56:00 PM,5/15/2013 2:56:00 PM,38.9241075798414,-77.035357389204
13064853,5/15/2013 5:41:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,402965,132500,7,7B,SIXTH,606,35,,007603 2,007603,Precinct 113,5/15/2013 5:41:00 PM,5/15/2013 5:41:00 PM,38.8603106510729,-76.9658379145534
13065039,5/15/2013 11:59:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,800  - 899 BLOCK OF BUCHANAN STREET NW,397883,142032,4,4C,FOURTH,407,18,,002400 2,002400,Precinct 46,5/15/2013 11:52:00 PM,5/15/2013 11:56:00 PM,38.9461807127721,-77.0244209942939
13065072,5/16/2013 5:05:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004,131818,8,8B,SEVENTH,703,37,,007406 2,007406,Precinct 118,5/16/2013 1:49:00 AM,5/16/2013 1:50:00 AM,38.8541713299819,-76.9884331254226
13065102,5/16/2013 2:11:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,700  - 799 BLOCK OF VARNUM STREET NW,398046,141681,4,4C,FOURTH,407,18,,002400 3,002400,Precinct 46,5/16/2013 1:11:00 AM,5/16/2013 1:31:00 AM,38.9430191829436,-77.0225396819071
13065243,5/16/2013 12:10:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:07 AM,230 - 499 BLOCK OF 37TH STREET SE,404097,135250,7,7F,SIXTH,603,32,,007703 3,007703,Precinct 107,5/16/2013 12:10:00 PM,5/16/2013 12:10:00 PM,38.885079207102,-76.9527788688786
13065320,5/16/2013 5:22:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5TH STREET NW AND RHODE ISLAND AVENUE NW,398358.34895643,138388.65074986,6,6E,THIRD,308,7,,004801 1,004801,Precinct 18,5/16/2013 2:16:00 PM,5/16/2013 2:20:00 PM,38.9133613141893,-77.0189288154017
13065379,5/17/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:09 AM,1200 - 1233 BLOCK OF TALBERT STREET SE,400712,132733,8,8A,SEVENTH,703,37,,007407 2,007407,Precinct 119,5/16/2013 3:32:00 PM,5/16/2013 3:33:00 PM,38.8624143221594,-76.9917962491663
13065494,5/16/2013 7:02:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,900 - 999 BLOCK OF PERRY PLACE NE,400503,141040,5,5B,FOURTH,405,20,,009504 1,009504,Precinct 68,5/16/2013 7:02:00 PM,5/16/2013 7:02:00 PM,38.9372468971469,-76.9941982896641
13065551,5/16/2013 10:15:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,404097,135820,7,7F,SIXTH,603,32,,009603 3,009603,Precinct 102,5/16/2013 10:05:00 PM,5/16/2013 10:07:00 PM,38.8902139819837,-76.952775470304
13065608,5/16/2013 11:49:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,270 - 325 BLOCK OF 53RD STREET NE,406495,136227,7,7C,SIXTH,608,31,,007808 1,007808,Precinct 96,5/16/2013 11:49:00 PM,5/16/2013 11:49:00 PM,38.8938659424601,-76.925130817101
13065669,5/17/2013 3:51:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,3400 - 3499 BLOCK OF 19TH STREET SE,402006,130921,8,8B,SEVENTH,704,38,,007409 3,007409,Precinct 116,5/17/2013 3:51:00 AM,5/17/2013 3:51:00 AM,38.8460890491567,-76.9768919087078
13065795,5/17/2013 10:46:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:09 AM,1800 - 2199 BLOCK OF NORTH CAPITOL STREET,399215.87,138751.20,5,5E,FIFTH,502,21,,008701 2,008701,Precinct 19,5/17/2013 10:46:00 AM,5/17/2013 10:46:00 AM,38.9166284623148,-77.009041709537
13065801,5/17/2013 11:13:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,1200 - 1299 BLOCK OF OATES STREET NE,401137,137447,5,5D,FIFTH,506,23,,008802 3,008802,Precinct 77,5/17/2013 11:13:00 AM,5/17/2013 11:13:00 AM,38.9048793984876,-76.9868915480578
13066072,5/17/2013 9:50:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,1300 - 1399 BLOCK OF 6TH STREET NW,398273,137783,6,6E,THIRD,308,7,,004802 2,004802,Precinct 18,5/17/2013 9:12:00 PM,5/17/2013 9:12:00 PM,38.9079052421749,-77.0199113957568
13066075,5/17/2013 9:21:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,1400 - 1499 BLOCK OF 12TH STREET NW,397564,137917,2,2F,THIRD,307,7,,005002 3,005002,Precinct 17,5/17/2013 9:21:00 PM,5/17/2013 9:21:00 PM,38.9091106812608,-77.0280862653105
13066187,5/18/2013 12:57:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,6100 - 6199 BLOCK OF BANKS PLACE NE,407549,136017,7,7C,SIXTH,608,31,,007808 2,007808,Precinct 96,5/18/2013 12:57:00 AM,5/18/2013 12:57:00 AM,38.8919657667532,-76.9129834595115
13066198,5/18/2013 1:08:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,FIRTH STERLING AVENUE SE AND SUITLAND PARKWAY SE,400196.20671814,132727.93420060,8,8C,SEVENTH,703,37,,007401 1,007401,Precinct 119,5/18/2013 1:05:00 AM,5/18/2013 1:08:00 AM,38.8623689536397,-76.9977392837046
13066257,5/18/2013 3:10:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,2120 - 2323 BLOCK OF ONTARIO ROAD NW,396558,139123,1,1C,THIRD,303,1,,003800 2,003800,Precinct 24,5/18/2013 3:05:00 AM,5/18/2013 3:10:00 AM,38.9199713679948,-77.0396911532494
13066292,5/18/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:08 AM,1 - 99 BLOCK OF S STREET NE,399256,138468,5,5E,FIFTH,502,21,,008701 1,008701,Precinct 75,5/18/2013 2:35:00 AM,5/18/2013 2:35:00 AM,38.9140773372027,-77.008578668421
13066427,5/18/2013 12:38:00 PM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,5300 - 5329 BLOCK OF CENTRAL AVENUE SE,406513,135473,7,7E,SIXTH,604,33,,009905 1,009905,Precinct 105,5/18/2013 12:38:00 PM,5/18/2013 12:38:00 PM,38.8870734978029,-76.9249304748546
13066477,5/18/2013 3:09:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,4400 - 4599 BLOCK OF GAULT PLACE NE,405387,136802,7,7C,SIXTH,602,30,,007804 1,007804,Precinct 98,5/18/2013 3:09:00 PM,5/18/2013 3:09:00 PM,38.899053238436,-76.9378984446017
13066599,5/18/2013 7:02:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,3400 - 3499 BLOCK OF 13TH PLACE SE,401104,130427,8,8E,SEVENTH,705,38,,007304 1,007304,Precinct 120,5/18/2013 7:00:00 PM,5/18/2013 7:02:00 PM,38.8416404719352,-76.9872832786777
