CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,BLOCKXCOORD,BLOCKYCOORD,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,START_DATE,END_DATE,lat,lon
13107976,8/1/2013 10:27:00 AM,DAY,BURGLARY,GUN,9/23/2014 8:34:07 AM,1620 - 1648 BLOCK OF MONTELLO AVENUE NE,401167,137790,5,5D,FIFTH,506,23,,008804 1,008804,Precinct 76,8/1/2013 10:27:00 AM,8/1/2013 10:27:00 AM,38.9079692225168,-76.986545095778
13108385,8/2/2013 2:10:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1000 - 1099 BLOCK OF 31ST STREET SE,403200,134446,7,7B,SIXTH,605,34,,007709 1,007709,Precinct 132,8/2/2013 2:10:00 AM,8/2/2013 2:10:00 AM,38.8778401860885,-76.9631212381228
13108419,8/2/2013 7:21:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1900 - 2199 BLOCK OF RIDGECREST COURT SE,402201,131112,8,8E,SEVENTH,704,38,,007403 1,007403,Precinct 116,8/2/2013 5:11:00 AM,8/2/2013 7:20:00 AM,38.8478091948921,-76.9746449977146
13108423,8/2/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:06 AM,1600 - 1637 BLOCK OF 18TH STREET SE,401821,133587,8,8A,SIXTH,607,34,,007601 4,007601,Precinct 140,8/2/2013 5:29:00 AM,8/2/2013 5:31:00 AM,38.8701059082529,-76.9790159543802
13108502,8/2/2013 11:00:00 AM,DAY,SEX ABUSE,GUN,9/23/2014 8:34:07 AM,100 - 199 BLOCK OF IRVING STREET NW,398793,140371,5,5E,FOURTH,405,21,,002302 1,002302,Precinct 44,8/2/2013 11:00:00 AM,8/2/2013 11:00:00 AM,38.931219658329,-77.0139206211985
13108510,8/2/2013 10:02:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:07 AM,1600 - 1699 BLOCK OF K STREET NW,396744.98,137186.27,2,2B,SECOND,207,6,GOLDEN TRIANGLE,010700 1,010700,Precinct 17,8/2/2013 9:58:00 AM,8/2/2013 10:00:00 AM,38.9025253593736,-77.0375258277878
13108656,8/2/2013 4:01:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:06 AM,301 - 499 BLOCK OF ORANGE STREET SE,399763,130906,8,8C,SEVENTH,707,39,,010400 2,010400,Precinct 123,6/22/2013 10:00:00 AM,6/22/2013 10:03:00 AM,38.845956177779,-77.0027301133526
13108720,8/2/2013 5:02:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,900 - 999 BLOCK OF 44TH STREET NE,405274,137144,7,7D,SIXTH,602,31,,007809 2,007809,Precinct 94,8/2/2013 5:02:00 PM,8/2/2013 5:02:00 PM,38.902134781244,-76.9391984869044
13108801,8/2/2013 9:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,14TH STREET NW AND BELMONT STREET NW,397238.87001139,139192.61001460,1,1B,THIRD,304,2,,003700 3,003700,Precinct 23,8/2/2013 8:00:00 PM,8/2/2013 8:10:00 PM,38.9206008406156,-77.0318400347586
13108894,8/2/2013 11:33:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,2800 - 2899 BLOCK OF MYRTLE AVENUE NE,402966,140405,5,5C,FIFTH,503,24,,011100 1,011100,Precinct 71,8/2/2013 11:31:00 PM,8/2/2013 11:32:00 PM,38.9315217637464,-76.9657922632823
13108921,8/2/2013 11:56:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,3100 - 3199 BLOCK OF 7TH STREET NE,400331,140114,5,5E,FIFTH,502,21,,009201 1,009201,Precinct 74,8/2/2013 11:45:00 PM,8/2/2013 11:56:00 PM,38.9289052896588,-76.9961826213367
13108955,8/3/2013 12:09:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:06 AM,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499,139592,3,3C,SECOND,204,15,,000501 2,000501,Precinct 26,8/3/2013 12:09:00 AM,8/3/2013 12:09:00 AM,38.9241914845386,-77.0519060015181
13108956,8/3/2013 1:36:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1300 - 1399 BLOCK OF E STREET NE,401135,136474,6,6A,FIRST,108,25,,008001 2,008001,Precinct 81,8/1/2013 11:55:00 PM,8/2/2013 11:56:00 PM,38.8961142691578,-76.9869162137801
13108963,8/3/2013 1:12:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:06 AM,3500 - 3599 BLOCK OF STANTON ROAD SE,401830,130676,8,8B,SEVENTH,704,38,,007409 3,007409,Precinct 116,8/3/2013 1:10:00 AM,8/3/2013 1:10:00 AM,38.8438823643935,-76.9789199900861
13108977,8/3/2013 12:01:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,100 - 299 BLOCK OF Q STREET NW,398814,138139,5,5E,FOURTH,405,21,,004600 2,004600,Precinct 19,8/2/2013 11:15:00 PM,8/2/2013 11:40:00 PM,38.9111131087397,-77.0136745670997
13109033,8/3/2013 4:15:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,LONGFELLOW STREET NE AND 1ST STREET NE,399456.61999745,143305.61001842,4,4B,FOURTH,406,17,,009505 3,009505,Precinct 65,8/3/2013 3:05:00 AM,8/3/2013 3:15:00 AM,38.9576561196935,-77.0062692566038
13109034,8/3/2013 3:16:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,4713 - 4950 BLOCK OF SARGENT ROAD NE,400914,142273,5,5A,FOURTH,405,20,,009509 1,009509,Precinct 66,8/3/2013 3:10:00 AM,8/3/2013 3:13:00 AM,38.9483537833737,-76.9894560845562
13109037,8/3/2013 4:00:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1000 - 1199 BLOCK OF GIRARD STREET NE,400739.19,139846.91,5,5B,FIFTH,504,22,,009302 1,009302,Precinct 73,8/3/2013 3:26:00 AM,8/3/2013 3:27:00 AM,38.9264990108488,-76.9914753084082
13109043,8/3/2013 4:07:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,3100 - 3299 BLOCK OF STANTON ROAD SE,401698,131050,8,8E,SEVENTH,704,38,,007404 2,007404,Precinct 117,8/3/2013 3:07:00 AM,8/3/2013 3:08:00 AM,38.8472517863918,-76.9804395922337
13109068,8/3/2013 5:30:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,6000 - 6099 BLOCK OF EADS STREET NE,407430.5006448480,136443.61724405,7,7C,SIXTH,608,31,,007807 1,007807,Precinct 95,8/3/2013 4:30:00 AM,8/3/2013 4:36:00 AM,38.8958098998559,-76.9143447743715
13109081,8/3/2013 5:48:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,55TH STREET NE AND JAMES PLACE NE,406781.94998825,136871.81999645,7,7C,SIXTH,608,31,,007807 2,007807,Precinct 95,8/3/2013 5:48:00 AM,8/3/2013 5:48:00 AM,38.8996725465103,-76.92181672204
13109486,8/4/2013 12:24:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,4307 - 4599 BLOCK OF 3RD STREET SE,399874,128589,8,8D,SEVENTH,708,39,,009810 1,009810,Precinct 125,8/4/2013 12:00:00 AM,8/4/2013 12:15:00 AM,38.825083606396,-77.0014510284224
13109499,8/4/2013 1:04:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1100 - 1299 BLOCK OF IRVING STREET NW,397519,140084,1,1A,THIRD,302,2,,003000 2,003000,Precinct 39,8/4/2013 1:02:00 AM,8/4/2013 1:03:00 AM,38.9286316001079,-77.0286129313111
13109520,8/4/2013 12:33:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,5100 - 5299 BLOCK OF ASTOR PLACE SE,406348,135451,7,7E,SIXTH,604,33,,009905 1,009905,Precinct 104,8/4/2013 12:31:00 AM,8/4/2013 12:32:00 AM,38.8868765203411,-76.9268324846768
13109803,8/4/2013 4:12:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,1922 - 1949 BLOCK OF MICHIGAN AVENUE NE,401872,141994,5,5B,FIFTH,503,20,,009503 1,009503,Precinct 67,8/4/2013 4:08:00 PM,8/4/2013 4:12:00 PM,38.945838954339,-76.9784053462284
13109915,8/4/2013 11:34:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1300 - 1399 BLOCK OF K STREET SE,401135,134507,6,6B,FIRST,106,26,,007100 1,007100,Precinct 91,8/4/2013 9:45:00 PM,8/4/2013 9:46:00 PM,38.8783947882857,-76.986919462793
13110316,8/5/2013 6:22:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,5010 - 5099 BLOCK OF BLAINE STREET NE,406190,136006,7,7C,SIXTH,608,33,,007804 3,007804,Precinct 97,8/5/2013 6:22:00 PM,8/5/2013 6:22:00 PM,38.891877293784,-76.9286486036646
13110412,8/5/2013 9:41:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,400 - 499 BLOCK OF 61ST STREET NE,407489,136369,7,7C,SIXTH,608,31,,007808 2,007808,Precinct 95,8/5/2013 9:33:00 PM,8/5/2013 9:34:00 PM,38.8951372243204,-76.9136712358554
13110463,8/6/2013 1:45:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1200 - 1299 BLOCK OF TRENTON PLACE SE,400937,130320,8,8C,SEVENTH,705,39,,007304 3,007304,Precinct 120,8/5/2013 11:30:00 PM,8/6/2013 12:15:00 AM,38.8406767616536,-76.9892070588517
13110544,8/6/2013 3:56:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,T STREET NW AND 13TH STREET NW,397431.07999557,138634.51001408,1,1B,THIRD,305,3,,004400 2,004400,Precinct 22,8/6/2013 3:56:00 AM,8/6/2013 3:56:00 AM,38.9155738754485,-77.0296214727292
13110551,8/6/2013 5:15:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,400 - 499 BLOCK OF L STREET NW,398477,137319,6,6E,FIRST,102,8,MOUNT VERNON TRIANGLE CID,004701 2,004701,Precinct 1,8/6/2013 4:35:00 AM,8/6/2013 4:35:00 AM,38.9037257454541,-77.0175583548607
13110880,8/6/2013 5:33:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,5000  - 5099 BLOCK OF NEW HAMPSHIRE AVENUE NW,398887,142651,4,4D,FOURTH,407,18,,002202 1,002202,Precinct 57,8/6/2013 5:30:00 PM,8/6/2013 5:33:00 PM,38.9517586814213,-77.0128401952503
13110943,8/6/2013 8:10:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,5100 - 5299 BLOCK OF B STREET SE,406335,135376,7,7E,SIXTH,604,33,,009905 1,009905,Precinct 104,8/6/2013 8:00:00 PM,8/6/2013 8:05:00 PM,38.886200985828,-76.9269830150033
13111014,8/6/2013 10:42:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,6400  - 6499 BLOCK OF 5TH STREET NW,398275,144449,4,4B,FOURTH,402,17,,001901 4,001901,Precinct 59,8/6/2013 10:40:00 PM,8/6/2013 10:42:00 PM,38.9679545383996,-77.0199050948416
13111085,8/7/2013 3:12:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,3700 - 3799 BLOCK OF 4TH STREET SE,399950,129995,8,8C,SEVENTH,705,39,,009803 1,009803,Precinct 122,8/6/2013 10:00:00 PM,8/6/2013 11:00:00 PM,38.8377495124842,-77.0005759070769
13111367,8/7/2013 3:41:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,4680 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399037,128205,8,8D,SEVENTH,708,,,010900 2,010900,Precinct 126,8/7/2013 3:35:00 PM,8/7/2013 3:36:00 PM,38.821623834457,-77.0110894656947
13111499,8/7/2013 9:00:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,600 - 699 BLOCK OF TENNESSEE AVENUE NE,401404,136629,6,6A,FIRST,108,25,,008001 1,008001,Precinct 81,8/7/2013 8:22:00 PM,8/7/2013 8:30:00 PM,38.8975101770287,-76.9838149820806
13111522,8/7/2013 10:30:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,300 - 319 BLOCK OF 34TH STREET SE,403685,135308,7,7B,SIXTH,603,32,,007708 2,007708,Precinct 132,8/7/2013 8:45:00 PM,8/7/2013 10:02:00 PM,38.8856035164975,-76.9575271795433
13111635,8/7/2013 9:02:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,34TH STREET SE AND SOUTHERN AVENUE SE,403849.51001753,132112.64002403,7,7B,SIXTH,606,35,,007603 3,007603,Precinct 110,8/7/2013 9:02:00 PM,8/7/2013 9:02:00 PM,38.8568177224097,-76.9556489521462
13111649,8/8/2013 4:00:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,900 - 949 BLOCK OF NEW JERSEY AVENUE NW,398834,137094,6,6E,FIRST,103,8,MOUNT VERNON TRIANGLE CID,004702 1,004702,Precinct 1,8/8/2013 2:55:00 AM,8/8/2013 2:55:00 AM,38.9016994118693,-77.0134421931343
13112038,8/9/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:07 AM,4026 - 4199 BLOCK OF WHEELER ROAD SE,400887,129540,8,8E,SEVENTH,706,39,,009801 1,009801,Precinct 121,8/8/2013 7:49:00 PM,8/8/2013 7:49:00 PM,38.8336502190755,-76.9897839949862
13112102,8/8/2013 10:41:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,3750 - 3799 BLOCK OF 4TH STREET SE,399846,129919,8,8C,SEVENTH,707,39,,009803 1,009803,Precinct 124,8/8/2013 10:41:00 PM,8/8/2013 10:41:00 PM,38.8370648579167,-77.0017737767876
13112146,8/9/2013 12:08:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,2200 - 2299 BLOCK OF 16TH STREET NE,401640,139103,5,5C,FIFTH,505,22,,009102 3,009102,Precinct 72,8/9/2013 12:04:00 AM,8/9/2013 12:05:00 AM,38.9197964118727,-76.9810885153835
13112201,8/9/2013 1:27:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,4000 - 4399 BLOCK OF 3RD STREET SE,399819,128990,8,8D,SEVENTH,708,39,,009810 1,009810,Precinct 125,8/9/2013 1:26:00 AM,8/9/2013 1:26:00 AM,38.8286959929066,-77.0020845192929
13112220,8/9/2013 1:30:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,4000 - 4399 BLOCK OF 3RD STREET SE,399819.8468457860,128990.9393811340,8,8D,SEVENTH,706,39,,009810 1,009810,Precinct 125,8/9/2013 1:30:00 AM,8/9/2013 1:30:00 AM,38.8287044554639,-77.0020747666859
13112512,8/9/2013 5:54:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,230 - 499 BLOCK OF 37TH STREET SE,404097,135250,7,7F,SIXTH,603,32,,007703 3,007703,Precinct 107,8/9/2013 5:53:00 PM,8/9/2013 5:53:00 PM,38.885079207102,-76.9527788688786
13112604,8/9/2013 8:06:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,3600 - 3699 BLOCK OF 12TH STREET NE,400770,140681,5,5B,FIFTH,504,22,,009301 2,009301,Precinct 68,8/9/2013 8:04:00 PM,8/9/2013 8:06:00 PM,38.9340127243038,-76.9911190570072
13112693,8/9/2013 12:30:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,16TH STREET NE AND D STREET NE,401543.13001539,136325.89001194,6,6A,FIFTH,507,25,,007901 3,007901,Precinct 81,8/9/2013 11:42:00 PM,8/9/2013 11:42:00 PM,38.8947794185525,-76.9822118013109
13112741,8/10/2013 2:00:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:09 AM,49TH STREET NE AND EAST CAPITOL STREET,405835.57961937,135770.96501943,7,7C,SIXTH,608,33,,007804 3,007804,Precinct 97,8/10/2013 12:34:00 AM,8/10/2013 1:09:00 AM,38.8897624355698,-76.9327359600936
13112773,8/10/2013 2:12:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1200  - 1299 BLOCK OF UPSHUR STREET NW,397588,141553,4,4C,FOURTH,404,18,,002502 1,002502,Precinct 47,8/10/2013 12:40:00 AM,8/10/2013 2:12:00 AM,38.9418649841253,-77.0278223300334
13112998,8/10/2013 1:57:00 PM,DAY,BURGLARY,GUN,9/23/2014 8:34:08 AM,5300 - 5399 BLOCK OF E STREET SE,406453,134892,7,7E,SIXTH,604,33,,009905 3,009905,Precinct 105,8/10/2013 1:47:00 PM,8/10/2013 1:57:00 PM,38.8818400713181,-76.9256274966335
13113439,8/11/2013 6:30:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1328  - 1399 BLOCK OF PEABODY STREET NW,397198,143908,4,4A,FOURTH,402,17,,001804 3,001804,Precinct 60,8/11/2013 5:27:00 AM,8/11/2013 5:28:00 AM,38.9630783013008,-77.0323305857904
13113601,8/11/2013 5:30:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1900 - 2107 BLOCK OF SAVANNAH TERRACE SE,402071,131148,8,8E,SEVENTH,704,38,,007403 1,007403,Precinct 116,8/11/2013 4:03:00 PM,8/11/2013 4:04:00 PM,38.8481338143357,-76.9761424586844
13113766,8/12/2013 12:10:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,5100 - 5299 BLOCK OF E STREET SE,406258,134926,7,7E,SIXTH,604,33,,009905 3,009905,Precinct 104,8/12/2013 12:00:00 AM,8/12/2013 12:05:00 AM,38.8821477658861,-76.9278746118008
13113945,8/12/2013 11:00:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:08 AM,4500 - 4599 BLOCK OF CENTRAL AVENUE NE,405445.1257950060,135809.0608274610,7,7D,SIXTH,608,33,,007803 3,007803,Precinct 98,8/12/2013 1:30:00 AM,8/12/2013 1:35:00 AM,38.8901081217825,-76.9372362382113
13114015,8/12/2013 1:30:00 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,2316 - 2399 BLOCK OF GOOD HOPE ROAD SE,402402,132784,8,8B,SEVENTH,701,35,,007502 1,007502,Precinct 134,8/12/2013 12:45:00 PM,8/12/2013 12:50:00 PM,38.8628707595442,-76.972323685678
13114165,8/12/2013 6:03:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,5300  - 5399 BLOCK OF GEORGIA AVENUE NW,397589,142968,4,4C,FOURTH,403,18,,002002 3,002002,Precinct 54,8/12/2013 5:59:00 PM,8/12/2013 6:02:00 PM,38.9546116988432,-77.0278157684051
13114167,8/12/2013 5:18:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,3330 - 3499 BLOCK OF 7TH STREET SE,400292,130214,8,8C,SEVENTH,705,39,,009804 1,009804,Precinct 122,8/12/2013 5:10:00 PM,8/12/2013 5:15:00 PM,38.8397223164711,-76.9966366097357
13114184,8/12/2013 8:30:00 PM,EVENING,BURGLARY,GUN,9/23/2014 8:34:08 AM,1200  - 1242 BLOCK OF EMERSON STREET NW,397571,142426,4,4C,FOURTH,404,18,,002002 1,002002,Precinct 54,8/12/2013 6:40:00 PM,8/12/2013 6:44:00 PM,38.949729166838,-77.0280215154365
13114318,8/12/2013 11:19:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:07 AM,900 - 915 BLOCK OF EASTERN AVENUE NE,406832,137145,7,7C,SIXTH,608,31,,007807 2,007807,Precinct 95,8/12/2013 11:18:00 PM,8/12/2013 11:18:00 PM,38.9021330610281,-76.9212370215629
13114361,8/13/2013 1:15:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1300  - 1399 BLOCK OF SHERIDAN STREET NW,397265,144246,4,4A,FOURTH,402,17,,001804 3,001804,Precinct 60,8/13/2013 12:55:00 AM,8/13/2013 12:58:00 AM,38.9661233003142,-77.0315588615565
13114755,8/13/2013 6:34:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:07 AM,200  - 299 BLOCK OF UPSHUR STREET NW,398738,141588,4,4C,FOURTH,407,18,,002301 2,002301,Precinct 45,8/13/2013 6:30:00 PM,8/13/2013 6:33:00 PM,38.9421826788461,-77.0145571876345
13114774,8/13/2013 8:30:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,2922 - 2999 BLOCK OF 2ND STREET SE,399591,130876,8,8C,SEVENTH,707,,,010400 2,010400,Precinct 123,8/13/2013 6:20:00 PM,8/13/2013 6:31:00 PM,38.8456858613702,-77.0047114436012
13114916,8/14/2013 1:33:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:08 AM,1200 - 1299 BLOCK OF 50TH STREET NE,406194.0223397010,137644.3960291650,7,7C,SIXTH,602,31,,007806 1,007806,Precinct 93,8/14/2013 1:33:00 AM,8/14/2013 1:33:00 AM,38.906636521611,-76.92858746496
13115403,8/14/2013 10:20:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,5300 - 5399 BLOCK OF C STREET SE,406505,135193,7,7E,SIXTH,604,33,,009905 1,009905,Precinct 105,8/14/2013 9:20:00 PM,8/14/2013 9:31:00 PM,38.8845512111764,-76.9250253342253
13115426,8/14/2013 10:28:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,397868,141140,4,4C,FOURTH,407,18,,002502 2,002502,Precinct 47,8/14/2013 10:20:00 PM,8/14/2013 10:25:00 PM,38.9381452838935,-77.0245912573358
13115513,8/15/2013 3:32:00 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,300 - 409 BLOCK OF 50TH STREET NE,406139,136306,7,7C,SIXTH,602,31,,007804 2,007804,Precinct 97,8/15/2013 3:30:00 AM,8/15/2013 3:31:00 AM,38.8945801613822,-76.9292337937166
13115577,8/15/2013 9:18:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1200 - 1225 BLOCK OF 1ST STREET SW,398944.56,134258.08,6,6D,FIRST,105,9,,006400 1,006400,Precinct 127,8/15/2013 9:00:00 AM,8/15/2013 9:10:00 AM,38.8761525178605,-77.012163249668
13115845,8/15/2013 7:00:00 PM,EVENING,SEX ABUSE,GUN,9/23/2014 8:34:09 AM,RIDGE ROAD SE AND TEXAS AVENUE SE,404705.22000232,134783.05999451,7,7F,SIXTH,605,32,,007703 2,007703,Precinct 103,8/15/2013 7:00:00 PM,8/15/2013 7:00:00 PM,38.8808697876925,-76.9457718559113
13115936,8/15/2013 9:25:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1300 - 1399 BLOCK OF RIDGE PLACE SE,401207,133446,8,8A,SIXTH,607,34,,007601 5,007601,Precinct 140,8/15/2013 9:20:00 PM,8/15/2013 9:25:00 PM,38.8688367800325,-76.9860915472123
13116004,8/16/2013 1:55:00 AM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,9TH STREET NW AND T STREET NW,397921.37999602,138633.97001408,1,1B,THIRD,305,3,,004400 2,004400,Precinct 137,8/16/2013 12:20:00 AM,8/16/2013 12:59:00 AM,38.9155703073501,-77.0239679640481
13116198,8/16/2013 11:39:00 AM,DAY,ROBBERY,GUN,9/23/2014 8:34:07 AM,5400 - 5599 BLOCK OF CALL PLACE SE,406697,135083,7,7E,SIXTH,604,33,,009905 2,009905,Precinct 105,8/16/2013 11:39:00 AM,8/16/2013 11:39:00 AM,38.8835588478261,-76.9228134732169
13116316,8/16/2013 3:18:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:09 AM,759 - 899 BLOCK OF WHEELER HILL DRIVE SE,400416,130468,8,8C,SEVENTH,705,39,,009804 1,009804,Precinct 122,8/16/2013 3:00:00 PM,8/16/2013 3:10:00 PM,38.8420104126394,-76.995208167149
13116488,8/16/2013 10:49:00 PM,EVENING,ROBBERY,GUN,9/23/2014 8:34:08 AM,1 - 99 BLOCK OF QUINCY PLACE NW,399110,138221,5,5E,FIFTH,501,21,,003302 2,003302,Precinct 19,8/16/2013 10:45:00 PM,8/16/2013 10:49:00 PM,38.9118521421758,-77.0102617966325
13116490,8/16/2013 10:43:00 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,3067 - 3150 BLOCK OF ALABAMA AVENUE SE,403237,132630,7,7B,SIXTH,606,35,,007604 2,007604,Precinct 113,8/16/2013 10:43:00 PM,8/16/2013 10:43:00 PM,38.8614807864961,-76.9627033780661
13116519,8/16/2013 11:05:00 PM,MIDNIGHT,ROBBERY,GUN,9/23/2014 8:34:07 AM,1839 - 2033 BLOCK OF ALABAMA AVENUE SE,402106,131413,8,8E,SEVENTH,704,38,,007404 1,007404,Precinct 117,8/16/2013 10:45:00 PM,8/16/2013 10:47:00 PM,38.8505209668814,-76.9757384537799
13116531,8/16/2013 11:20:00 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:09 AM,1800 - 1849 BLOCK OF RANDOLPH STREET NE,401781,141157,5,5B,FIFTH,504,22,,009400 2,009400,Precinct 69,8/16/2013 11:13:00 PM,8/16/2013 11:19:00 PM,38.9382992065416,-76.979457259048
13116566,8/17/2013 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,9/23/2014 8:34:08 AM,1500 - 1513 BLOCK OF 23RD STREET SE,402326,133783,8,8A,SIXTH,607,34,,007601 2,007601,Precinct 133,8/17/2013 12:25:00 AM,8/17/2013 12:25:00 AM,38.8718703646738,-76.9731959927595
13116695,8/17/2013 9:00:00 AM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,9/23/2014 8:34:08 AM,1ST STREET SE AND FORRESTER STREET SE,399527.81999752,128592.02002076,8,8D,SEVENTH,708,39,,009810 1,009810,Precinct 126,8/17/2013 8:00:00 AM,8/17/2013 8:00:00 AM,38.825110694503,-77.0054376735265
